ZIPCODE,TITLE
75225,"Dallas-Fort Worth-Arlington, TX"
75226,"Dallas-Fort Worth-Arlington, TX"
75208,"Dallas-Fort Worth-Arlington, TX"
75182,"Dallas-Fort Worth-Arlington, TX"
75206,"Dallas-Fort Worth-Arlington, TX"
75154,"Dallas-Fort Worth-Arlington, TX"
75381,"Dallas-Fort Worth-Arlington, TX"
76206,"Dallas-Fort Worth-Arlington, TX"
76210,"Dallas-Fort Worth-Arlington, TX"
75028,"Dallas-Fort Worth-Arlington, TX"
75068,"Dallas-Fort Worth-Arlington, TX"
75423,"Dallas-Fort Worth-Arlington, TX"
75169,"Dallas-Fort Worth-Arlington, TX"
75160,"Dallas-Fort Worth-Arlington, TX"
76035,"Dallas-Fort Worth-Arlington, TX"
76439,"Dallas-Fort Worth-Arlington, TX"
76126,"Dallas-Fort Worth-Arlington, TX"
76096,"Dallas-Fort Worth-Arlington, TX"
76114,"Dallas-Fort Worth-Arlington, TX"
76014,"Dallas-Fort Worth-Arlington, TX"
76180,"Dallas-Fort Worth-Arlington, TX"
76190,"Dallas-Fort Worth-Arlington, TX"
76004,"Dallas-Fort Worth-Arlington, TX"
76111,"Dallas-Fort Worth-Arlington, TX"
76124,"Dallas-Fort Worth-Arlington, TX"
76012,"Dallas-Fort Worth-Arlington, TX"
76116,"Dallas-Fort Worth-Arlington, TX"
76248,"Dallas-Fort Worth-Arlington, TX"
76267,"Dallas-Fort Worth-Arlington, TX"
76426,"Dallas-Fort Worth-Arlington, TX"
76458,"Dallas-Fort Worth-Arlington, TX"
30710,"Dalton, GA"
60942,"Danville, IL"
61865,"Danville, IL"
40468,"Danville, KY"
40328,"Danville, KY"
42567,"Danville, KY"
24565,"Danville, VA"
24566,"Danville, VA"
24577,"Danville, VA"
24540,"Danville, VA"
36532,"Daphne-Fairhope-Foley, AL"
36480,"Daphne-Fairhope-Foley, AL"
36547,"Daphne-Fairhope-Foley, AL"
61238,"Davenport-Moline-Rock Island, IA-IL"
61277,"Davenport-Moline-Rock Island, IA-IL"
61434,"Davenport-Moline-Rock Island, IA-IL"
61412,"Davenport-Moline-Rock Island, IA-IL"
61472,"Davenport-Moline-Rock Island, IA-IL"
61231,"Davenport-Moline-Rock Island, IA-IL"
61299,"Davenport-Moline-Rock Island, IA-IL"
61256,"Davenport-Moline-Rock Island, IA-IL"
52808,"Davenport-Moline-Rock Island, IA-IL"
52745,"Davenport-Moline-Rock Island, IA-IL"
52756,"Davenport-Moline-Rock Island, IA-IL"
52753,"Davenport-Moline-Rock Island, IA-IL"
45387,"Dayton-Kettering, OH"
45305,"Dayton-Kettering, OH"
45368,"Dayton-Kettering, OH"
45068,"Dayton-Kettering, OH"
45370,"Dayton-Kettering, OH"
45383,"Dayton-Kettering, OH"
45337,"Dayton-Kettering, OH"
45339,"Dayton-Kettering, OH"
45373,"Dayton-Kettering, OH"
45409,"Dayton-Kettering, OH"
45327,"Dayton-Kettering, OH"
45378,"Dayton-Kettering, OH"
35672,"Decatur, AL"
35601,"Decatur, AL"
35775,"Decatur, AL"
62554,"Decatur, IL"
61756,"Decatur, IL"
61914,"Decatur, IL"
62539,"Decatur, IL"
46714,"Decatur, IN"
45813,"Defiance, OH"
43548,"Defiance, OH"
32119,"Deltona-Daytona Beach-Ormond Beach, FL"
32180,"Deltona-Daytona Beach-Ormond Beach, FL"
32114,"Deltona-Daytona Beach-Ormond Beach, FL"
32128,"Deltona-Daytona Beach-Ormond Beach, FL"
32120,"Deltona-Daytona Beach-Ormond Beach, FL"
32198,"Deltona-Daytona Beach-Ormond Beach, FL"
32129,"Deltona-Daytona Beach-Ormond Beach, FL"
32725,"Deltona-Daytona Beach-Ormond Beach, FL"
80640,"Denver-Aurora-Lakewood, CO"
80220,"Denver-Aurora-Lakewood, CO"
80011,"Denver-Aurora-Lakewood, CO"
80037,"Denver-Aurora-Lakewood, CO"
80234,"Denver-Aurora-Lakewood, CO"
80024,"Denver-Aurora-Lakewood, CO"
80238,"Denver-Aurora-Lakewood, CO"
80601,"Denver-Aurora-Lakewood, CO"
80103,"Denver-Aurora-Lakewood, CO"
80216,"Denver-Aurora-Lakewood, CO"
80603,"Denver-Aurora-Lakewood, CO"
80224,"Denver-Aurora-Lakewood, CO"
80046,"Denver-Aurora-Lakewood, CO"
80246,"Denver-Aurora-Lakewood, CO"
80041,"Denver-Aurora-Lakewood, CO"
80128,"Denver-Aurora-Lakewood, CO"
80166,"Denver-Aurora-Lakewood, CO"
80150,"Denver-Aurora-Lakewood, CO"
80027,"Denver-Aurora-Lakewood, CO"
80476,"Denver-Aurora-Lakewood, CO"
80203,"Denver-Aurora-Lakewood, CO"
80248,"Denver-Aurora-Lakewood, CO"
80832,"Denver-Aurora-Lakewood, CO"
80117,"Denver-Aurora-Lakewood, CO"
80831,"Denver-Aurora-Lakewood, CO"
80828,"Denver-Aurora-Lakewood, CO"
80830,"Denver-Aurora-Lakewood, CO"
80422,"Denver-Aurora-Lakewood, CO"
80454,"Denver-Aurora-Lakewood, CO"
80215,"Denver-Aurora-Lakewood, CO"
80228,"Denver-Aurora-Lakewood, CO"
80402,"Denver-Aurora-Lakewood, CO"
80448,"Denver-Aurora-Lakewood, CO"
70653,"DeRidder, LA"
70662,"DeRidder, LA"
50156,"Des Moines-West Des Moines, IA"
50020,"Des Moines-West Des Moines, IA"
50058,"Des Moines-West Des Moines, IA"
50232,"Des Moines-West Des Moines, IA"
50240,"Des Moines-West Des Moines, IA"
50033,"Des Moines-West Des Moines, IA"
50210,"Des Moines-West Des Moines, IA"
50362,"Des Moines-West Des Moines, IA"
50316,"Des Moines-West Des Moines, IA"
50398,"Des Moines-West Des Moines, IA"
50322,"Des Moines-West Des Moines, IA"
50125,"Des Moines-West Des Moines, IA"
50241,"Des Moines-West Des Moines, IA"
50166,"Des Moines-West Des Moines, IA"
48111,"Detroit-Warren-Dearborn, MI"
48151,"Detroit-Warren-Dearborn, MI"
48186,"Detroit-Warren-Dearborn, MI"
48205,"Detroit-Warren-Dearborn, MI"
48127,"Detroit-Warren-Dearborn, MI"
48183,"Detroit-Warren-Dearborn, MI"
48238,"Detroit-Warren-Dearborn, MI"
48217,"Detroit-Warren-Dearborn, MI"
48207,"Detroit-Warren-Dearborn, MI"
48123,"Detroit-Warren-Dearborn, MI"
48228,"Detroit-Warren-Dearborn, MI"
48461,"Detroit-Warren-Dearborn, MI"
48760,"Detroit-Warren-Dearborn, MI"
48435,"Detroit-Warren-Dearborn, MI"
49285,"Detroit-Warren-Dearborn, MI"
48892,"Detroit-Warren-Dearborn, MI"
48139,"Detroit-Warren-Dearborn, MI"
48843,"Detroit-Warren-Dearborn, MI"
48042,"Detroit-Warren-Dearborn, MI"
48081,"Detroit-Warren-Dearborn, MI"
48088,"Detroit-Warren-Dearborn, MI"
48037,"Detroit-Warren-Dearborn, MI"
48099,"Detroit-Warren-Dearborn, MI"
48363,"Detroit-Warren-Dearborn, MI"
48329,"Detroit-Warren-Dearborn, MI"
48324,"Detroit-Warren-Dearborn, MI"
48012,"Detroit-Warren-Dearborn, MI"
48343,"Detroit-Warren-Dearborn, MI"
48366,"Detroit-Warren-Dearborn, MI"
48076,"Detroit-Warren-Dearborn, MI"
48028,"Detroit-Warren-Dearborn, MI"
48336,"Detroit-Warren-Dearborn, MI"
48340,"Detroit-Warren-Dearborn, MI"
48022,"Detroit-Warren-Dearborn, MI"
48060,"Detroit-Warren-Dearborn, MI"
48027,"Detroit-Warren-Dearborn, MI"
48039,"Detroit-Warren-Dearborn, MI"
58622,"Dickinson, ND"
58645,"Dickinson, ND"
58656,"Dickinson, ND"
58641,"Dickinson, ND"
58652,"Dickinson, ND"
61349,"Dixon, IL"
61378,"Dixon, IL"
67841,"Dodge City, KS"
67835,"Dodge City, KS"
36314,"Dothan, AL"
36344,"Dothan, AL"
31635,"Douglas, GA"
19946,"Dover, DE"
31096,"Dublin, GA"
31089,"Dublin, GA"
31040,"Dublin, GA"
31021,"Dublin, GA"
31037,"Dublin, GA"
31012,"Dublin, GA"
31065,"Dublin, GA"
16663,"DuBois, PA"
16879,"DuBois, PA"
15866,"DuBois, PA"
16646,"DuBois, PA"
16656,"DuBois, PA"
16838,"DuBois, PA"
15724,"DuBois, PA"
15742,"DuBois, PA"
52033,"Dubuque, IA"
52032,"Dubuque, IA"
52073,"Dubuque, IA"
52040,"Dubuque, IA"
55783,"Duluth, MN-WI"
55738,"Duluth, MN-WI"
55702,"Duluth, MN-WI"
55804,"Duluth, MN-WI"
79018,"Dumas, TX"
74702,"Durant, OK"
74733,"Durant, OK"
74727,"Durant, OK"
74701,"Durant, OK"
27207,"Durham-Chapel Hill, NC"
27330,"Durham-Chapel Hill, NC"
27519,"Durham-Chapel Hill, NC"
27355,"Durham-Chapel Hill, NC"
27252,"Durham-Chapel Hill, NC"
27517,"Durham-Chapel Hill, NC"
27722,"Durham-Chapel Hill, NC"
27599,"Durham-Chapel Hill, NC"
27583,"Durham-Chapel Hill, NC"
27305,"Durham-Chapel Hill, NC"
38025,"Dyersburg, TN"
38070,"Dyersburg, TN"
18342,"East Stroudsburg, PA"
18332,"East Stroudsburg, PA"
18327,"East Stroudsburg, PA"
18372,"East Stroudsburg, PA"
18302,"East Stroudsburg, PA"
18344,"East Stroudsburg, PA"
18348,"East Stroudsburg, PA"
18058,"East Stroudsburg, PA"
81621,"Edwards, CO"
62411,"Effingham, IL"
92243,"El Centro, CA"
92259,"El Centro, CA"
71747,"El Dorado, AR"
71749,"El Dorado, AR"
42702,"Elizabethtown-Fort Knox, KY"
40175,"Elizabethtown-Fort Knox, KY"
42788,"Elizabethtown-Fort Knox, KY"
40387,"Mount Sterling, KY"
40361,"Mount Sterling, KY"
62872,"Mount Vernon, IL"
62816,"Mount Vernon, IL"
43028,"Mount Vernon, OH"
98263,"Mount Vernon-Anacortes, WA"
98221,"Mount Vernon-Anacortes, WA"
47348,"Muncie, IN"
47336,"Muncie, IN"
52776,"Muscatine, IA"
49456,"Muskegon, MI"
49303,"Muskegon, MI"
74403,"Muskogee, OK"
74422,"Muskogee, OK"
74401,"Muskogee, OK"
28469,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
28451,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
29581,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
29575,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
29577,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
75965,"Nacogdoches, TX"
75963,"Nacogdoches, TX"
75937,"Nacogdoches, TX"
75946,"Nacogdoches, TX"
94515,"Napa, CA"
94581,"Napa, CA"
94558,"Napa, CA"
34106,"Naples-Marco Island, FL"
34134,"Naples-Marco Island, FL"
34104,"Naples-Marco Island, FL"
34145,"Naples-Marco Island, FL"
37016,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37190,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37187,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37086,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37073,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37138,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37229,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37056,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37029,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37186,"Nashville-Davidson--Murfreesboro--Franklin, TN"
38474,"Nashville-Davidson--Murfreesboro--Franklin, TN"
38461,"Nashville-Davidson--Murfreesboro--Franklin, TN"
38402,"Nashville-Davidson--Murfreesboro--Franklin, TN"
38483,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37148,"Nashville-Davidson--Murfreesboro--Franklin, TN"
38548,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37012,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37119,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37068,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37121,"Nashville-Davidson--Murfreesboro--Franklin, TN"
71414,"Natchitoches, LA"
71066,"Natchitoches, LA"
71447,"Natchitoches, LA"
71456,"Natchitoches, LA"
71031,"Natchitoches, LA"
28533,"New Bern, NC"
28561,"New Bern, NC"
28564,"New Bern, NC"
28555,"New Bern, NC"
28509,"New Bern, NC"
29075,"Newberry, SC"
47346,"New Castle, IN"
47351,"New Castle, IN"
16116,"New Castle, PA"
06450,"New Haven-Milford, CT"
06509,"New Haven-Milford, CT"
06401,"New Haven-Milford, CT"
06524,"New Haven-Milford, CT"
06708,"New Haven-Milford, CT"
06505,"New Haven-Milford, CT"
06704,"New Haven-Milford, CT"
70064,"New Orleans-Metairie, LA"
70003,"New Orleans-Metairie, LA"
70062,"New Orleans-Metairie, LA"
70005,"New Orleans-Metairie, LA"
70004,"New Orleans-Metairie, LA"
70118,"New Orleans-Metairie, LA"
70158,"New Orleans-Metairie, LA"
70178,"New Orleans-Metairie, LA"
70146,"New Orleans-Metairie, LA"
70124,"New Orleans-Metairie, LA"
70156,"New Orleans-Metairie, LA"
70153,"New Orleans-Metairie, LA"
70093,"New Orleans-Metairie, LA"
70037,"New Orleans-Metairie, LA"
54005,"Minneapolis-St. Paul-Bloomington, MN-WI"
54028,"Minneapolis-St. Paul-Bloomington, MN-WI"
54007,"Minneapolis-St. Paul-Bloomington, MN-WI"
58792,"Minot, ND"
58741,"Minot, ND"
58790,"Minot, ND"
58758,"Minot, ND"
58734,"Minot, ND"
58759,"Minot, ND"
59833,"Missoula, MT"
59821,"Missoula, MT"
59808,"Missoula, MT"
65230,"Moberly, MO"
65257,"Moberly, MO"
36571,"Mobile, AL"
36525,"Mobile, AL"
36689,"Mobile, AL"
36572,"Mobile, AL"
36671,"Mobile, AL"
36691,"Mobile, AL"
36606,"Mobile, AL"
36675,"Mobile, AL"
36539,"Mobile, AL"
95358,"Modesto, CA"
95328,"Modesto, CA"
95319,"Modesto, CA"
95323,"Modesto, CA"
95386,"Modesto, CA"
71229,"Monroe, LA"
71250,"Monroe, LA"
71207,"Monroe, LA"
71418,"Monroe, LA"
71213,"Monroe, LA"
71281,"Monroe, LA"
71227,"Monroe, LA"
71291,"Monroe, LA"
48111,"Monroe, MI"
48159,"Monroe, MI"
36054,"Montgomery, AL"
36043,"Montgomery, AL"
36032,"Montgomery, AL"
36775,"Montgomery, AL"
36115,"Montgomery, AL"
36110,"Montgomery, AL"
36121,"Montgomery, AL"
36105,"Montgomery, AL"
36064,"Montgomery, AL"
36120,"Montgomery, AL"
81424,"Montrose, CO"
28579,"Morehead City, NC"
70340,"Morgan City, LA"
26374,"Morgantown, WV"
26354,"Morgantown, WV"
26507,"Morgantown, WV"
37708,"Morristown, TN"
37876,"Morristown, TN"
37821,"Morristown, TN"
37871,"Morristown, TN"
98860,"Moses Lake, WA"
99133,"Moses Lake, WA"
99321,"Moses Lake, WA"
31768,"Moultrie, GA"
72623,"Mountain Home, AR"
83648,"Mountain Home, ID"
27043,"Mount Airy, NC"
28683,"Mount Airy, NC"
25624,"Mount Gay-Shamrock, WV"
25635,"Mount Gay-Shamrock, WV"
43913,"Weirton-Steubenville, WV-OH"
98807,"Wenatchee, WA"
98826,"Wenatchee, WA"
98847,"Wenatchee, WA"
98813,"Wenatchee, WA"
39741,"West Point, MS"
39759,"West Point, MS"
43719,"Wheeling, WV-OH"
43940,"Wheeling, WV-OH"
43773,"Wheeling, WV-OH"
43759,"Wheeling, WV-OH"
43950,"Wheeling, WV-OH"
26033,"Wheeling, WV-OH"
26003,"Wheeling, WV-OH"
26040,"Wheeling, WV-OH"
53505,"Whitewater, WI"
67042,"Wichita, KS"
67232,"Wichita, KS"
67123,"Wichita, KS"
67151,"Wichita, KS"
67210,"Wichita, KS"
67055,"Wichita, KS"
67205,"Wichita, KS"
67226,"Wichita, KS"
67275,"Wichita, KS"
67277,"Wichita, KS"
67037,"Wichita, KS"
67016,"Wichita, KS"
67049,"Wichita, KS"
67004,"Wichita, KS"
76366,"Wichita Falls, TX"
76305,"Wichita Falls, TX"
76309,"Wichita Falls, TX"
17727,"Williamsport, PA"
17740,"Williamsport, PA"
17744,"Williamsport, PA"
58801,"Williston, ND"
58843,"Williston, ND"
56201,"Willmar, MN"
28429,"Wilmington, NC"
28457,"Wilmington, NC"
45107,"Wilmington, OH"
43160,"Wilmington, OH"
27803,"Wilson, NC"
27852,"Wilson, NC"
27557,"Wilson, NC"
22637,"Winchester, VA-WV"
22603,"Winchester, VA-WV"
22625,"Winchester, VA-WV"
26818,"Winchester, VA-WV"
67008,"Winfield, KS"
55972,"Winona, MN"
27374,"Winston-Salem, NC"
27052,"Winston-Salem, NC"
27094,"Winston-Salem, NC"
27041,"Winston-Salem, NC"
54404,"Wisconsin Rapids-Marshfield, WI"
54441,"Wisconsin Rapids-Marshfield, WI"
54413,"Wisconsin Rapids-Marshfield, WI"
73840,"Woodward, OK"
73858,"Woodward, OK"
73841,"Woodward, OK"
44627,"Wooster, OH"
06234,"Worcester, MA-CT"
06281,"Worcester, MA-CT"
06332,"Worcester, MA-CT"
06264,"Worcester, MA-CT"
06258,"Worcester, MA-CT"
06233,"Worcester, MA-CT"
01608,"Worcester, MA-CT"
01507,"Worcester, MA-CT"
01745,"Worcester, MA-CT"
01420,"Worcester, MA-CT"
01467,"Worcester, MA-CT"
01535,"Worcester, MA-CT"
01610,"Worcester, MA-CT"
01364,"Worcester, MA-CT"
01453,"Worcester, MA-CT"
56110,"Worthington, MN"
56187,"Worthington, MN"
56128,"Worthington, MN"
56168,"Worthington, MN"
56155,"Worthington, MN"
98936,"Yakima, WA"
98907,"Yakima, WA"
98947,"Yakima, WA"
57063,"Yankton, SD"
57070,"Yankton, SD"
57031,"Yankton, SD"
00656,"Yauco, PR"
17301,"York-Hanover, PA"
17404,"York-Hanover, PA"
17363,"York-Hanover, PA"
17364,"York-Hanover, PA"
17316,"York-Hanover, PA"
17360,"York-Hanover, PA"
17401,"York-Hanover, PA"
17402,"York-Hanover, PA"
17319,"York-Hanover, PA"
17302,"York-Hanover, PA"
17314,"York-Hanover, PA"
17347,"York-Hanover, PA"
44501,"Youngstown-Warren-Boardman, OH-PA"
44452,"Youngstown-Warren-Boardman, OH-PA"
44436,"Youngstown-Warren-Boardman, OH-PA"
44507,"Youngstown-Warren-Boardman, OH-PA"
44601,"Youngstown-Warren-Boardman, OH-PA"
44672,"Youngstown-Warren-Boardman, OH-PA"
44442,"Youngstown-Warren-Boardman, OH-PA"
44430,"Youngstown-Warren-Boardman, OH-PA"
44062,"Youngstown-Warren-Boardman, OH-PA"
44450,"Youngstown-Warren-Boardman, OH-PA"
16137,"Youngstown-Warren-Boardman, OH-PA"
16148,"Youngstown-Warren-Boardman, OH-PA"
95645,"Yuba City, CA"
95982,"Yuba City, CA"
95953,"Yuba City, CA"
85349,"Yuma, AZ"
43746,"Zanesville, OH"
43777,"Zanesville, OH"
43762,"Zanesville, OH"
43830,"Zanesville, OH"
43822,"Zanesville, OH"
43802,"Zanesville, OH"
78584,"Zapata, TX"
78361,"Zapata, TX"
30165,"Summerville, GA"
30731,"Summerville, GA"
29560,"Sumter, SC"
29168,"Sumter, SC"
29153,"Sumter, SC"
17867,"Sunbury, PA"
17840,"Sunbury, PA"
17017,"Sunbury, PA"
17824,"Sunbury, PA"
17821,"Sunbury, PA"
17847,"Sunbury, PA"
17823,"Sunbury, PA"
96117,"Susanville, CA"
13035,"Syracuse, NY"
13485,"Syracuse, NY"
13346,"Syracuse, NY"
13334,"Syracuse, NY"
13207,"Syracuse, NY"
13141,"Syracuse, NY"
13031,"Syracuse, NY"
13069,"Syracuse, NY"
13212,"Syracuse, NY"
13137,"Syracuse, NY"
13164,"Syracuse, NY"
13066,"Syracuse, NY"
13089,"Syracuse, NY"
13119,"Syracuse, NY"
13145,"Syracuse, NY"
13661,"Syracuse, NY"
35151,"Talladega-Sylacauga, AL"
32324,"Tallahassee, FL"
32351,"Tallahassee, FL"
32333,"Tallahassee, FL"
32337,"Tallahassee, FL"
32310,"Tallahassee, FL"
33523,"Tampa-St. Petersburg-Clearwater, FL"
34608,"Tampa-St. Petersburg-Clearwater, FL"
34636,"Tampa-St. Petersburg-Clearwater, FL"
34661,"Tampa-St. Petersburg-Clearwater, FL"
33511,"Tampa-St. Petersburg-Clearwater, FL"
33547,"Tampa-St. Petersburg-Clearwater, FL"
33694,"Tampa-St. Petersburg-Clearwater, FL"
33548,"Tampa-St. Petersburg-Clearwater, FL"
33558,"Tampa-St. Petersburg-Clearwater, FL"
33569,"Tampa-St. Petersburg-Clearwater, FL"
33672,"Tampa-St. Petersburg-Clearwater, FL"
33684,"Tampa-St. Petersburg-Clearwater, FL"
33673,"Tampa-St. Petersburg-Clearwater, FL"
33503,"Tampa-St. Petersburg-Clearwater, FL"
33603,"Tampa-St. Petersburg-Clearwater, FL"
33587,"Tampa-St. Petersburg-Clearwater, FL"
33622,"Tampa-St. Petersburg-Clearwater, FL"
34690,"Tampa-St. Petersburg-Clearwater, FL"
34656,"Tampa-St. Petersburg-Clearwater, FL"
34679,"Tampa-St. Petersburg-Clearwater, FL"
33541,"Tampa-St. Petersburg-Clearwater, FL"
33809,"Tampa-St. Petersburg-Clearwater, FL"
34654,"Tampa-St. Petersburg-Clearwater, FL"
33782,"Tampa-St. Petersburg-Clearwater, FL"
33705,"Tampa-St. Petersburg-Clearwater, FL"
34683,"Tampa-St. Petersburg-Clearwater, FL"
33738,"Tampa-St. Petersburg-Clearwater, FL"
33715,"Tampa-St. Petersburg-Clearwater, FL"
33780,"Tampa-St. Petersburg-Clearwater, FL"
33762,"Tampa-St. Petersburg-Clearwater, FL"
33761,"Tampa-St. Petersburg-Clearwater, FL"
33774,"Tampa-St. Petersburg-Clearwater, FL"
87577,"Taos, NM"
87514,"Taos, NM"
87580,"Taos, NM"
87519,"Taos, NM"
87564,"Taos, NM"
62556,"Taylorville, IL"
62075,"Taylorville, IL"
46175,"Terre Haute, IN"
47850,"Terre Haute, IN"
47855,"Terre Haute, IN"
47866,"Terre Haute, IN"
47831,"Terre Haute, IN"
47885,"Terre Haute, IN"
47884,"Terre Haute, IN"
47809,"Terre Haute, IN"
47870,"Terre Haute, IN"
47807,"Terre Haute, IN"
97063,"The Dalles, OR"
34731,"The Villages, FL"
30285,"Thomaston, GA"
31792,"Thomasville, GA"
39828,"Thomasville, GA"
44807,"Tiffin, OH"
44844,"Tiffin, OH"
44845,"Tiffin, OH"
31637,"Tifton, GA"
43547,"Toledo, OH"
43412,"Toledo, OH"
43605,"Toledo, OH"
43452,"Toledo, OH"
43569,"Toledo, OH"
43525,"Toledo, OH"
45872,"Toledo, OH"
66073,"Topeka, KS"
66429,"Topeka, KS"
66044,"Topeka, KS"
66402,"Topeka, KS"
66420,"Topeka, KS"
66603,"Topeka, KS"
66615,"Topeka, KS"
66846,"Topeka, KS"
06779,"Torrington, CT"
06756,"Torrington, CT"
06791,"Torrington, CT"
06778,"Torrington, CT"
49650,"Traverse City, MI"
49616,"Traverse City, MI"
49696,"Traverse City, MI"
49670,"Traverse City, MI"
08558,"Trenton-Princeton, NJ"
95946,"Truckee-Grass Valley, CA"
85730,"Tucson, AZ"
85724,"Tucson, AZ"
85601,"Tucson, AZ"
85710,"Tucson, AZ"
85734,"Tucson, AZ"
85733,"Tucson, AZ"
85741,"Tucson, AZ"
85716,"Tucson, AZ"
85732,"Tucson, AZ"
85738,"Tucson, AZ"
85739,"Tucson, AZ"
37355,"Tullahoma-Manchester, TN"
37330,"Tullahoma-Manchester, TN"
37306,"Tullahoma-Manchester, TN"
74422,"Tulsa, OK"
74436,"Tulsa, OK"
74460,"Tulsa, OK"
74035,"Tulsa, OK"
74650,"Tulsa, OK"
74060,"Tulsa, OK"
74058,"Tulsa, OK"
74116,"Tulsa, OK"
74153,"Tulsa, OK"
74112,"Tulsa, OK"
74050,"Tulsa, OK"
74158,"Tulsa, OK"
74169,"Tulsa, OK"
74110,"Tulsa, OK"
74117,"Tulsa, OK"
74187,"Tulsa, OK"
38843,"Tupelo, MS"
38652,"Tupelo, MS"
38871,"Tupelo, MS"
38865,"Tupelo, MS"
35442,"Tuscaloosa, AL"
35574,"Tuscaloosa, AL"
35402,"Tuscaloosa, AL"
35006,"Tuscaloosa, AL"
35482,"Tuscaloosa, AL"
83332,"Twin Falls, ID"
83341,"Twin Falls, ID"
75711,"Tyler, TX"
75789,"Tyler, TX"
75702,"Tyler, TX"
75684,"Tyler, TX"
95589,"Ukiah, CA"
95432,"Ukiah, CA"
95481,"Ukiah, CA"
95463,"Ukiah, CA"
95482,"Ukiah, CA"
29374,"Union, SC"
38271,"Union City, TN"
38237,"Union City, TN"
38257,"Union City, TN"
38259,"Union City, TN"
45317,"Urbana, OH"
43045,"Urbana, OH"
43083,"Urbana, OH"
43343,"Urbana, OH"
43318,"Urbana, OH"
96730,"Urban Honolulu, HI"
96811,"Urban Honolulu, HI"
96820,"Urban Honolulu, HI"
96848,"Urban Honolulu, HI"
96797,"Urban Honolulu, HI"
13420,"Utica-Rome, NY"
13367,"Utica-Rome, NY"
13331,"Utica-Rome, NY"
13341,"Utica-Rome, NY"
13316,"Utica-Rome, NY"
13425,"Utica-Rome, NY"
13477,"Utica-Rome, NY"
13157,"Utica-Rome, NY"
13421,"Utica-Rome, NY"
78802,"Uvalde, TX"
78833,"Uvalde, TX"
78838,"Uvalde, TX"
31629,"Valdosta, GA"
31643,"Valdosta, GA"
31630,"Valdosta, GA"
31605,"Valdosta, GA"
31639,"Valdosta, GA"
31641,"Valdosta, GA"
31698,"Valdosta, GA"
95616,"Vallejo, CA"
95690,"Vallejo, CA"
45874,"Van Wert, OH"
57069,"Vermillion, SD"
57072,"Vermillion, SD"
57031,"Vermillion, SD"
79247,"Vernon, TX"
77960,"Victoria, TX"
77973,"Victoria, TX"
77977,"Victoria, TX"
30410,"Vidalia, GA"
08340,"Vineland-Bridgeton, NJ"
08360,"Vineland-Bridgeton, NJ"
02535,"Vineyard Haven, MA"
02575,"Vineyard Haven, MA"
02552,"Vineyard Haven, MA"
27974,"Virginia Beach-Norfolk-Newport News, VA-NC"
23018,"Virginia Beach-Norfolk-Newport News, VA-NC"
23062,"Virginia Beach-Norfolk-Newport News, VA-NC"
23185,"Virginia Beach-Norfolk-Newport News, VA-NC"
23056,"Virginia Beach-Norfolk-Newport News, VA-NC"
23662,"Virginia Beach-Norfolk-Newport News, VA-NC"
23667,"Virginia Beach-Norfolk-Newport News, VA-NC"
23601,"Virginia Beach-Norfolk-Newport News, VA-NC"
23551,"Virginia Beach-Norfolk-Newport News, VA-NC"
23523,"Virginia Beach-Norfolk-Newport News, VA-NC"
23511,"Virginia Beach-Norfolk-Newport News, VA-NC"
23515,"Virginia Beach-Norfolk-Newport News, VA-NC"
23708,"Virginia Beach-Norfolk-Newport News, VA-NC"
23707,"Virginia Beach-Norfolk-Newport News, VA-NC"
23438,"Virginia Beach-Norfolk-Newport News, VA-NC"
23479,"Virginia Beach-Norfolk-Newport News, VA-NC"
23462,"Virginia Beach-Norfolk-Newport News, VA-NC"
23463,"Virginia Beach-Norfolk-Newport News, VA-NC"
23455,"Virginia Beach-Norfolk-Newport News, VA-NC"
93647,"Visalia, CA"
93219,"Visalia, CA"
46980,"Wabash, IN"
46946,"Wabash, IN"
46926,"Wabash, IN"
76655,"Waco, TX"
76624,"Waco, TX"
76561,"Waco, TX"
76799,"Waco, TX"
56594,"Wahpeton, ND-MN"
58030,"Wahpeton, ND-MN"
58008,"Wahpeton, ND-MN"
99328,"Walla Walla, WA"
45862,"Wapakoneta, OH"
31088,"Warner Robins, GA"
31047,"Warner Robins, GA"
31028,"Warner Robins, GA"
31093,"Warner Robins, GA"
31076,"Warner Robins, GA"
16405,"Warren, PA"
